Source,Season,Production
Wind,Spring,2963
Wind,Summer,4092
Wind,Spring,2969
Wind,Winter,3015
Wind,Winter,6354
Wind,Winter,2717
Wind,Winter,2745
Wind,Winter,3164
Wind,Fall,2018
Wind,Summer,7543
Wind,Fall,16386
Wind,Spring,12237
Wind,Spring,5812
Wind,Winter,3550
Wind,Fall,625
Wind,Winter,10856
Solar,Spring,4558
Solar,Fall,5982
Solar,Fall,3881
Wind,Spring,5688
Solar,Spring,4504
Wind,Summer,647
Wind,Winter,7540
Solar,Fall,3802
Wind,Spring,5819
Solar,Spring,3648
Wind,Fall,2384
Wind,Spring,2989
Wind,Spring,18710
Wind,Summer,3865
Wind,Spring,5633
Wind,Spring,11296
Wind,Winter,13942
Solar,Spring,7993
Solar,Winter,2890
Wind,Summer,2095
Wind,Summer,1463
Wind,Spring,9809
Solar,Summer,8353
Wind,Spring,7599
Wind,Fall,6611
Wind,Winter,6958
Wind,Winter,7175
Wind,Fall,3853
Wind,Summer,1813
Solar,Spring,7169
Wind,Fall,1549
Wind,Winter,13787
Wind,Winter,2438
Wind,Winter,2887
Wind,Summer,2973
Wind,Fall,2454
Wind,Spring,3267
Wind,Spring,7013
Wind,Summer,2173
Wind,Spring,6054
Wind,Spring,1174
Wind,Fall,1159
Wind,Winter,7579
Solar,Fall,5088
Wind,Winter,5941
Solar,Spring,8368
Solar,Summer,3531
Wind,Summer,8152
Wind,Winter,12118
Wind,Summer,7031
Solar,Summer,5891
Wind,Spring,3662
Wind,Spring,15750
Solar,Fall,5312
Wind,Fall,5478
Solar,Summer,8358
Wind,Summer,2435
Wind,Winter,6694
Wind,Spring,7054
Wind,Spring,7957
Solar,Fall,5200
Wind,Winter,2583
Wind,Fall,10341
Wind,Winter,2260
Wind,Fall,1957
Solar,Fall,4581
Solar,Summer,3658
Solar,Summer,6815
Wind,Spring,939
Wind,Summer,11094
Wind,Fall,3769
Wind,Summer,1574
Wind,Fall,1554
Wind,Spring,10050
Wind,Winter,4998
Wind,Summer,1787
Wind,Winter,5494
Wind,Spring,7372
Solar,Spring,3863
Wind,Spring,5614
Wind,Summer,6927
Wind,Spring,11274
Wind,Winter,541
Wind,Winter,10213
Solar,Summer,4992
Wind,Fall,6596
Solar,Fall,3556
Wind,Summer,1494
Wind,Spring,4518
Wind,Spring,10970
Wind,Spring,7378
Wind,Fall,3305
Wind,Fall,1565
Wind,Summer,4269
Wind,Spring,1454
Solar,Summer,8862
Wind,Winter,5921
Wind,Summer,4735
Wind,Summer,1256
Wind,Spring,6470
Wind,Summer,2802
Wind,Summer,4656
Wind,Summer,5847
Wind,Summer,3321
Wind,Spring,2773
Solar,Spring,3089
Wind,Spring,3698
Wind,Fall,3807
Wind,Fall,5905
Wind,Spring,3380
Solar,Fall,4842
Wind,Summer,1433
Wind,Winter,3052
Wind,Summer,2554
Wind,Summer,10874
Wind,Winter,5386
Solar,Winter,5983
Wind,Summer,4258
Wind,Winter,6733
Wind,Winter,8749
Wind,Winter,3583
Wind,Fall,4374
Wind,Spring,10812
Wind,Fall,925
Wind,Winter,8470
Wind,Summer,3347
Wind,Summer,2607
Wind,Fall,6263
Wind,Winter,15050
Wind,Summer,4743
Wind,Summer,14060
Wind,Fall,11411
Wind,Summer,5749
Wind,Fall,798
Wind,Winter,12386
Wind,Fall,11928
Wind,Spring,6357
Wind,Spring,5353
Wind,Spring,21589
Wind,Spring,6377
Wind,Spring,1673
Wind,Winter,3510
Wind,Winter,16773
Solar,Fall,4387
Wind,Fall,10464
Wind,Winter,14088
Wind,Summer,5131
Solar,Spring,3344
Wind,Fall,4378
Solar,Fall,4045
Solar,Fall,6701
Wind,Winter,5288
Wind,Winter,3069
Wind,Winter,4835
Wind,Winter,2647
Wind,Winter,1799
Wind,Winter,8817
Wind,Fall,5057
Solar,Fall,5076
Wind,Spring,4532
Solar,Summer,6428
Wind,Fall,13466
Solar,Summer,7115
Wind,Spring,3526
Solar,Fall,9458
Wind,Winter,11446
Wind,Spring,3360
Wind,Fall,1817
Solar,Winter,3115
Wind,Spring,11013
Wind,Winter,3960
Wind,Winter,8718
Wind,Winter,6300
Wind,Winter,12425
Wind,Winter,2808
Wind,Summer,1432
Wind,Spring,4294
Wind,Spring,10640
Wind,Spring,4370
Wind,Spring,4813
Wind,Fall,7909
Wind,Winter,2660
Wind,Summer,10085
Solar,Summer,6220
Wind,Summer,1497
Wind,Winter,1611
Wind,Fall,3875
Wind,Spring,7274
Wind,Spring,9140
Wind,Fall,8584
Solar,Spring,4295
Wind,Fall,12357
Wind,Fall,6926
Solar,Fall,4217
Wind,Spring,10073
Wind,Summer,9445
Wind,Winter,7302
Wind,Summer,3851
Wind,Summer,14187
Wind,Fall,2823
Solar,Spring,6220
Wind,Winter,4944
Wind,Summer,8081
Wind,Fall,641
Wind,Summer,2594
Wind,Summer,1015
Wind,Spring,7740
Wind,Winter,6371
Wind,Winter,16997
Solar,Winter,5994
Wind,Summer,2174
Wind,Spring,9778
Wind,Winter,15331
Wind,Fall,8239
Solar,Summer,1256
Wind,Spring,4689
Wind,Spring,4806
Wind,Winter,4219
Solar,Fall,4404
Wind,Spring,5953
Solar,Summer,9032
Solar,Spring,10069
Wind,Winter,12404
Wind,Spring,16321
Wind,Spring,2471
Wind,Winter,3088
Wind,Fall,8670
Wind,Spring,3908
Solar,Summer,8950
Wind,Spring,7886
Wind,Spring,10727
Wind,Fall,4188
Wind,Winter,12204
Solar,Spring,6472
Wind,Fall,10477
Wind,Winter,861
Solar,Summer,2500
Wind,Fall,3908
Wind,Spring,11247
Wind,Fall,7978
Wind,Summer,2830
Wind,Summer,2839
Wind,Spring,15521
Wind,Spring,15076
Wind,Fall,5196
Solar,Spring,6710
Wind,Spring,4222
Wind,Fall,12351
Wind,Summer,2766
Wind,Fall,2536
Wind,Winter,13116
Wind,Spring,7061
Wind,Spring,9069
Wind,Spring,9083
Wind,Spring,4549
Wind,Winter,1662
Wind,Summer,1747
Wind,Spring,4394
Solar,Spring,4281
Solar,Fall,5635
Wind,Fall,4402
Solar,Spring,5753
Wind,Winter,15487
Solar,Summer,3617
Wind,Fall,4363
Solar,Spring,5407
Wind,Spring,4323
Solar,Fall,2705
Wind,Spring,7590
Solar,Spring,5160
Wind,Fall,5560
Solar,Summer,7961
Wind,Winter,11897
Wind,Spring,4079
Solar,Summer,3995
Solar,Summer,7542
Wind,Fall,6196
Solar,Summer,4187
Wind,Summer,2407
Wind,Spring,3236
Wind,Spring,2868
Solar,Fall,5349
Wind,Spring,9438
Solar,Summer,6890
Wind,Fall,2684
Wind,Summer,4962
Wind,Spring,5120
Wind,Fall,10716
Wind,Fall,3230
Wind,Spring,1773
Wind,Spring,6029
Wind,Summer,2688
Wind,Winter,9622
Wind,Spring,6972
Wind,Fall,2059
Solar,Winter,2442
Wind,Spring,11187
Wind,Winter,1571
Wind,Winter,2059
Wind,Fall,4646
Solar,Fall,3920
Wind,Fall,7029
Wind,Fall,906
Wind,Fall,13656
Wind,Fall,12056
Wind,Spring,4620
Solar,Fall,8661
Wind,Fall,585
Wind,Winter,4751
Wind,Winter,1074
Wind,Fall,6154
Wind,Summer,1480
Wind,Summer,5763
Solar,Summer,6895
Wind,Fall,914
Wind,Winter,12649
Wind,Summer,3667
Wind,Winter,7837
Wind,Spring,7497
Wind,Winter,9311
Solar,Spring,7212
Wind,Winter,4003
Wind,Summer,5928
Solar,Summer,7668
Wind,Spring,8557
Wind,Summer,1275
Wind,Fall,12712
Wind,Spring,16599
Wind,Winter,5921
Wind,Winter,1442
Solar,Fall,5655
Wind,Summer,3812
Wind,Summer,3186
Wind,Winter,12902
Solar,Summer,3081
Solar,Fall,4330
Wind,Fall,10798
Wind,Winter,18515
Wind,Fall,9392
Wind,Fall,9349
Wind,Winter,1425
Wind,Spring,2702
Wind,Fall,14258
Wind,Summer,3270
Wind,Summer,4839
Solar,Spring,5404
Wind,Winter,15783
Wind,Winter,7282
Solar,Summer,7734
Wind,Winter,3435
Wind,Summer,1873
Wind,Spring,2013
Wind,Winter,12158
Wind,Spring,13555
Solar,Summer,6122
Wind,Spring,9312
Wind,Summer,3072
Wind,Fall,1071
Solar,Summer,2689
Solar,Summer,9509
Solar,Summer,11780
Solar,Spring,6963
Wind,Spring,4589
Wind,Spring,1370
Wind,Fall,2707
Wind,Fall,15369
Wind,Spring,10976
Wind,Fall,8290
Wind,Fall,2821
Wind,Summer,6947
Wind,Summer,3252
Wind,Winter,6533
Wind,Fall,15673
Wind,Winter,5070
Solar,Summer,5430
Wind,Fall,7729
Wind,Spring,9310
Wind,Winter,7890
Wind,Summer,3866
Wind,Summer,3207
Wind,Fall,3073
Wind,Winter,4838
Solar,Summer,8376
Wind,Winter,12811
Wind,Winter,8930
Wind,Fall,8562
Wind,Fall,14776
Wind,Winter,18951
Wind,Winter,8663
Wind,Spring,781
Wind,Winter,14417
Wind,Summer,2309
Wind,Spring,8815
Solar,Fall,8736
Wind,Fall,2347
Wind,Winter,5086
Wind,Spring,5432
Wind,Summer,3206
Solar,Spring,10254
Wind,Winter,16623
Wind,Winter,7579
Wind,Spring,9746
Solar,Spring,3767
Wind,Summer,3243
Wind,Spring,2169
Solar,Fall,8511
Wind,Winter,9481
Wind,Fall,2632
Wind,Spring,2161
Wind,Winter,11188
Wind,Spring,12574
Wind,Summer,1489
Solar,Summer,4907
Wind,Fall,3528
Wind,Fall,6966
Wind,Spring,7552
Solar,Summer,3148
Wind,Fall,3529
Wind,Summer,7588
Wind,Winter,13367
Wind,Spring,12201
Wind,Winter,11791
Wind,Fall,10294
Wind,Summer,1698
Wind,Fall,7546
Wind,Spring,9351
Wind,Summer,345
Wind,Summer,7413
Wind,Summer,8873
Wind,Summer,3978
Solar,Summer,4355
Wind,Spring,10029
Solar,Spring,3703
Wind,Winter,6776
Solar,Winter,3572
Wind,Spring,6090
Wind,Fall,3331
Wind,Winter,7968
Wind,Spring,11443
Wind,Winter,8034
Wind,Summer,4087
Wind,Fall,10635
Wind,Fall,4301
Wind,Summer,3277
Wind,Winter,10820
Wind,Summer,7646
Wind,Spring,7130
Solar,Spring,6848
Wind,Winter,15083
Solar,Summer,9347
Wind,Spring,6074
Wind,Winter,7647
Wind,Fall,1451
Wind,Summer,3458
Wind,Fall,6318
Wind,Summer,5472
Wind,Winter,1537
Wind,Fall,8484
Wind,Spring,8392
Wind,Winter,10639
Wind,Fall,7293
Wind,Fall,5774
Wind,Winter,9347
Wind,Fall,4867
Wind,Winter,10297
Solar,Summer,4128
Wind,Spring,11778
Solar,Fall,2748
Wind,Fall,12597
Wind,Summer,2712
Wind,Spring,19436
Wind,Spring,4887
Wind,Winter,1452
Wind,Fall,3701
Solar,Summer,4221
Wind,Spring,2329
Wind,Fall,8218
Wind,Fall,13615
Wind,Summer,2904
Wind,Fall,2253
Solar,Summer,2686
Wind,Fall,2384
Wind,Fall,8478
Wind,Fall,9643
Wind,Summer,8367
Wind,Summer,2481
Wind,Fall,4696
Wind,Spring,3385
Wind,Fall,2791
Wind,Spring,4128
Wind,Winter,12490
Wind,Winter,7990
Wind,Summer,5463
Solar,Fall,5588
Wind,Summer,3225
Wind,Winter,1541
Wind,Spring,8612
Wind,Spring,8375
Wind,Spring,4773
Wind,Fall,10215
Wind,Fall,4317
Wind,Summer,5455
Wind,Spring,3992
Wind,Fall,6406
Wind,Fall,1856
Wind,Summer,2413
Wind,Winter,6645
Solar,Spring,4887
Wind,Fall,7293
Wind,Fall,15251
Solar,Summer,10953
Wind,Fall,13356
Wind,Summer,2442
Wind,Summer,2989
Wind,Fall,6232
Wind,Spring,9004
Solar,Summer,9997
Solar,Summer,2847
Wind,Spring,4773
Wind,Winter,3152
Wind,Spring,1159
Solar,Summer,3517
Wind,Winter,14378
Wind,Fall,6204
Solar,Fall,3065
Solar,Winter,5030
Wind,Winter,6510
Wind,Fall,3904
Wind,Winter,3182
Wind,Summer,8397
Wind,Summer,1426
Solar,Winter,2836
Wind,Spring,912
Wind,Spring,11868
Wind,Summer,1641
Wind,Winter,7810
Wind,Winter,3067
Wind,Spring,1955
Wind,Spring,6413
Wind,Winter,8443
Wind,Spring,11121
Wind,Fall,4725
Wind,Fall,2697
Wind,Fall,3752
Wind,Summer,5153
Wind,Fall,1180
Wind,Winter,5575
Wind,Spring,4395
Wind,Summer,1900
Wind,Spring,5953
Wind,Fall,6422
Solar,Spring,3975
Wind,Fall,10529
Wind,Spring,9676
Wind,Spring,1401
Wind,Fall,4564
Solar,Summer,7191
Wind,Summer,1191
Wind,Spring,5328
Wind,Fall,1582
Wind,Winter,10947
Wind,Fall,731
Solar,Winter,4288
Wind,Winter,2552
Wind,Winter,6755
Wind,Fall,9152
Wind,Winter,15253
Wind,Summer,4541
Solar,Summer,6304
Wind,Spring,3562
Wind,Winter,13078
Wind,Summer,893
Solar,Spring,9953
Solar,Summer,2588
Wind,Winter,11616
Wind,Winter,6382
Solar,Summer,6807
Wind,Fall,2002
Wind,Winter,2337
Wind,Summer,484
Wind,Spring,9282
Wind,Summer,761
Wind,Spring,4567
Wind,Fall,3546
Wind,Spring,7992
Wind,Spring,749
Wind,Fall,7237
Wind,Fall,6598
Wind,Winter,6021
Wind,Winter,7036
Wind,Spring,14806
Wind,Fall,5164
Wind,Summer,4708
Solar,Spring,2778
Wind,Spring,7157
Wind,Summer,11252
Wind,Fall,8513
Wind,Winter,4845
Solar,Fall,4642
Wind,Winter,1541
Solar,Summer,5623
Wind,Spring,17592
Wind,Winter,2567
Wind,Spring,4446
Wind,Fall,3078
Wind,Spring,9153
Wind,Winter,4715
Wind,Winter,8457
Solar,Fall,3224
Wind,Winter,16048
Wind,Winter,2067
Wind,Spring,1891
Wind,Spring,10647
Solar,Fall,2694
Solar,Summer,4944
Solar,Spring,11358
Wind,Spring,6971
Wind,Spring,10827
Wind,Summer,1821
Solar,Summer,10151
Solar,Spring,7588
Wind,Winter,6119
Wind,Spring,9721
Solar,Summer,4881
Wind,Fall,3752
Wind,Summer,11115
Wind,Winter,6175
Wind,Summer,2074
Solar,Spring,7524
Wind,Spring,6169
Solar,Fall,10057
Wind,Spring,4709
Solar,Spring,4672
Wind,Spring,9814
Solar,Spring,2111
Wind,Spring,8341
Solar,Summer,4536
Wind,Winter,12067
Wind,Spring,3277
Solar,Summer,8642
Wind,Fall,8525
Wind,Fall,5182
Solar,Summer,7776
Wind,Fall,15364
Wind,Winter,7155
Wind,Spring,3310
Wind,Spring,3564
Wind,Summer,2221
Wind,Fall,13020
Wind,Winter,7647
Wind,Summer,5645
Wind,Summer,1216
Wind,Winter,8028
Wind,Winter,2079
Wind,Winter,1456
Wind,Fall,5204
Solar,Spring,7062
Wind,Fall,4756
Wind,Winter,3778
Wind,Spring,9188
Solar,Winter,2569
Wind,Fall,1520
Solar,Summer,6833
Wind,Winter,2750
Wind,Fall,8408
Wind,Spring,966
Solar,Summer,6427
Wind,Spring,13843
Wind,Fall,7758
Wind,Winter,8061
Wind,Fall,13480
Wind,Spring,3843
Wind,Fall,4636
Solar,Fall,3950
Solar,Summer,4697
Wind,Fall,2468
Wind,Fall,3132
Solar,Spring,2451
Wind,Spring,4096
Wind,Fall,3648
Solar,Summer,2983
Wind,Fall,236
Wind,Fall,5157
Wind,Summer,8828
Wind,Summer,3657
Solar,Summer,8401
Wind,Spring,1385
Wind,Winter,4476
Wind,Winter,7058
Wind,Summer,761
Wind,Winter,6293
Wind,Fall,4521
Solar,Spring,11797
Wind,Spring,2084
Wind,Fall,11741
Wind,Fall,7136
Wind,Winter,3325
Wind,Summer,3846
Wind,Spring,10679
Solar,Fall,4398
Wind,Spring,8681
Wind,Winter,15215
Wind,Spring,17967
Wind,Winter,7421
Wind,Fall,7388
Wind,Winter,11476
Solar,Summer,4059
Solar,Fall,3213
Wind,Fall,12902
Wind,Fall,4235
Wind,Summer,2308
Wind,Summer,1556
Wind,Summer,2498
Wind,Winter,1551
Solar,Fall,4004
Wind,Winter,8106
Solar,Summer,4225
Wind,Summer,3859
Solar,Summer,5804
Wind,Winter,1856
Wind,Spring,3414
Wind,Summer,2497
Wind,Summer,1790
Solar,Summer,9149
Solar,Fall,10830
Wind,Winter,8128
Wind,Spring,11811
Wind,Winter,6176
Wind,Winter,737
Wind,Spring,3498
Wind,Fall,354
Wind,Fall,1634
Wind,Spring,15078
Wind,Winter,872
Wind,Fall,6994
Wind,Spring,14361
Solar,Summer,5010
Solar,Fall,4587
Wind,Spring,13916
Wind,Fall,959
Wind,Spring,4172
Wind,Summer,3477
Wind,Fall,6757
Solar,Summer,7149
Wind,Winter,5819
Wind,Fall,2366
Wind,Winter,5973
Wind,Summer,878
Wind,Spring,7748
Wind,Fall,5599
Wind,Summer,4509
Wind,Spring,5083
Wind,Fall,2409
Wind,Spring,15283
Wind,Winter,2397
Wind,Spring,2801
Wind,Fall,2726
Solar,Summer,7338
Wind,Spring,13534
Wind,Spring,8252
Wind,Winter,11086
Solar,Spring,10040
Wind,Winter,6251
Wind,Fall,7693
Wind,Summer,2308
Wind,Summer,2243
Wind,Summer,3524
Wind,Winter,18923
Wind,Summer,2012
Wind,Spring,2653
Wind,Summer,5806
Solar,Winter,6522
Wind,Fall,7927
Wind,Winter,769
Wind,Winter,17862
Wind,Winter,5299
Wind,Spring,7584
Solar,Winter,7440
Solar,Spring,5656
Wind,Summer,3876
Solar,Spring,4064
Solar,Summer,3767
Wind,Summer,4643
Wind,Fall,1794
Wind,Winter,17844
Wind,Summer,7226
Wind,Fall,10309
Wind,Fall,2808
Wind,Summer,5469
Wind,Fall,5982
Wind,Summer,9695
Wind,Fall,869
Wind,Winter,3812
Wind,Spring,6010
Wind,Spring,3477
Wind,Fall,14936
Wind,Fall,1474
Wind,Summer,8978
Wind,Winter,3424
Wind,Fall,5680
Wind,Fall,7895
Wind,Spring,13005
Wind,Winter,5336
Wind,Spring,8140
Wind,Winter,5641
Wind,Summer,2958
Wind,Summer,2835
Solar,Summer,3527
Wind,Fall,6706
Wind,Fall,2045
Wind,Summer,7604
Solar,Summer,5176
Wind,Spring,3380
Wind,Winter,8733
Wind,Fall,3869
Wind,Spring,15683
Wind,Winter,15660
Wind,Winter,10513
Wind,Winter,16343
Wind,Fall,13683
Wind,Fall,6800
Wind,Summer,828
Wind,Spring,3355
Wind,Fall,2812
Solar,Summer,7785
Wind,Fall,12970
Wind,Summer,7680
Wind,Winter,2757
Wind,Spring,11154
Wind,Fall,8549
Wind,Spring,2707
Wind,Winter,2417
Wind,Winter,5181
Wind,Winter,4067
Wind,Winter,4718
Wind,Winter,7575
Wind,Summer,2343
Wind,Winter,16853
Wind,Summer,17628
Solar,Spring,1879
Wind,Fall,3394
Wind,Winter,9911
Wind,Fall,6432
Wind,Summer,1360
Wind,Winter,6036
Wind,Winter,17429
Solar,Spring,11298
Wind,Winter,4483
Solar,Winter,7320
Wind,Winter,16373
Wind,Spring,2043
Wind,Winter,3060
Wind,Spring,3812
Wind,Summer,5712
Wind,Summer,3960
Wind,Winter,2555
Wind,Fall,8025
Solar,Summer,4146
Wind,Summer,9480
Solar,Summer,3007
Wind,Spring,5832
Wind,Spring,4724
Solar,Summer,6254
Wind,Fall,3123
Solar,Summer,5742
Wind,Summer,7448
Wind,Fall,4188
Wind,Spring,5623
Wind,Spring,7964
Wind,Winter,11692
Wind,Spring,8982
Wind,Spring,4907
Wind,Fall,9305
Wind,Winter,8384
Wind,Winter,2424
Solar,Summer,8345
Wind,Spring,4232
Wind,Fall,748
Wind,Winter,7717
Wind,Fall,6336
Solar,Summer,4056
Wind,Fall,19997
Wind,Winter,10405
Wind,Fall,11104
Solar,Summer,10618
Solar,Winter,5527
Wind,Summer,9165
Wind,Summer,5624
Solar,Summer,8258
Wind,Spring,2806
Solar,Spring,4803
Solar,Fall,10238
Wind,Fall,5468
Solar,Fall,5162
Wind,Summer,3408
Wind,Spring,4406
Wind,Summer,3033
Wind,Fall,5906
Solar,Winter,5532
Solar,Fall,3928
Wind,Winter,2553
Wind,Fall,3569
Solar,Summer,5022
Wind,Winter,697
Wind,Spring,10033
Wind,Winter,12383
Wind,Summer,5492
Wind,Winter,12367
Wind,Winter,4857
Wind,Summer,6195
Wind,Winter,6280
Wind,Fall,10609
Wind,Winter,6001
Wind,Winter,13567
Wind,Summer,2636
Solar,Fall,3171
Wind,Summer,14227
Wind,Summer,3066
Solar,Summer,6184
Wind,Winter,745
Wind,Summer,2556
Wind,Fall,7368
Wind,Summer,4142
Wind,Summer,7051
Solar,Winter,6955
Wind,Winter,6005
Wind,Winter,18143
Wind,Winter,3871
Wind,Fall,6496
Wind,Spring,10741
Wind,Spring,4412
Wind,Winter,4731
Wind,Summer,945
Wind,Summer,3841
Solar,Fall,5098
Solar,Spring,2512
Wind,Fall,4651
Wind,Fall,3317
Solar,Spring,5817
Wind,Fall,3414
Wind,Winter,18315
Wind,Spring,7334
Wind,Summer,2491
Solar,Spring,2490
Wind,Spring,9216
Wind,Summer,2458
Wind,Spring,2210
Solar,Winter,4599
Wind,Winter,1576
Wind,Fall,10803
Solar,Spring,9275
Wind,Spring,2018
Wind,Spring,559
Wind,Winter,3919
Wind,Summer,2342
Wind,Summer,3228
Solar,Winter,4159
Solar,Summer,7735
Solar,Summer,11229
Wind,Summer,4238
Wind,Winter,10812
Solar,Spring,4176
Wind,Fall,16368
Wind,Fall,6726
Wind,Fall,9715
Wind,Spring,8287
Solar,Summer,3309
Wind,Summer,2631
Solar,Fall,4275
Solar,Summer,6948
Wind,Spring,5000
Solar,Winter,2679
Wind,Spring,5772
Wind,Fall,1696
Solar,Summer,3803
Solar,Spring,3094
Wind,Fall,4139
Wind,Fall,6708
Wind,Spring,847
Wind,Fall,1863
Wind,Fall,8533
Wind,Winter,5712
Wind,Spring,18195
Wind,Fall,10584
Wind,Summer,3440
Wind,Winter,7729
Wind,Fall,8306
Wind,Spring,8594
Solar,Winter,4368
Solar,Fall,2282
Wind,Fall,9890
Wind,Fall,1441
Wind,Winter,12318
Wind,Summer,1499
Wind,Winter,11222
Wind,Winter,12401
Wind,Summer,7839
Wind,Summer,1717
Wind,Spring,3697
Wind,Winter,11711
Wind,Summer,4138
Wind,Winter,9444
Wind,Summer,4156
Solar,Summer,7000
Wind,Fall,14314
Wind,Summer,4052
Wind,Fall,11395
Wind,Spring,12784
Solar,Summer,5725
Wind,Spring,9649
Solar,Winter,2688
Solar,Spring,3544
Wind,Fall,5298
Wind,Summer,9861
Solar,Fall,5752
Wind,Summer,1688
Wind,Winter,14158
Wind,Spring,9375
Wind,Fall,2394
Wind,Fall,8264
Wind,Fall,1071
Wind,Fall,2632
Wind,Winter,10839
Wind,Summer,3436
Wind,Summer,2065
Wind,Spring,417
Wind,Spring,4540
Wind,Spring,4826
Solar,Summer,3739
Wind,Summer,4566
Wind,Winter,686
Wind,Winter,3185
Wind,Spring,7115
Solar,Summer,5985
Wind,Spring,6670
Wind,Spring,3645
Wind,Winter,6245
Wind,Spring,6619
Wind,Fall,3067
Solar,Summer,1132
Wind,Spring,2462
Wind,Fall,4487
Wind,Summer,2516
Wind,Spring,15545
Wind,Summer,4981
Wind,Winter,7740
Wind,Winter,17068
Wind,Summer,4431
Wind,Fall,1285
Wind,Winter,3397
Wind,Spring,7273
Wind,Summer,3693
Wind,Spring,3112
Wind,Winter,8064
Wind,Summer,6573
Solar,Fall,1746
Wind,Winter,2111
Wind,Spring,10937
Wind,Spring,2221
Wind,Spring,7603
Wind,Winter,18790
Wind,Fall,1285
Wind,Fall,11993
Wind,Spring,6320
Wind,Spring,1709
Wind,Spring,12083
Wind,Winter,16900
Solar,Summer,9831
Wind,Winter,13808
Wind,Spring,8232
Wind,Spring,4546
Solar,Winter,9825
Wind,Spring,7561
Wind,Spring,8372
Wind,Fall,16867
Wind,Winter,3292
Solar,Fall,3849
Solar,Spring,7118
Wind,Summer,788
Wind,Winter,9076
Wind,Spring,12106
Wind,Summer,7587
Wind,Summer,8414
Wind,Winter,4617
Wind,Winter,12237
Wind,Winter,1493
Wind,Fall,6194
Solar,Summer,4441
Solar,Summer,7230
Wind,Winter,18217
Wind,Winter,2695
Solar,Summer,8406
Wind,Fall,17402
Wind,Fall,13049
Wind,Spring,6019
Wind,Winter,8809
Solar,Spring,8048
Wind,Fall,5089
Wind,Fall,5218
Wind,Fall,8016
Wind,Summer,3665
Wind,Winter,9249
Solar,Fall,4287
Wind,Summer,11218
Wind,Winter,2519
Wind,Fall,12595
Solar,Spring,6136
Wind,Fall,14411
Solar,Spring,8299
Wind,Spring,1507
Wind,Winter,8250
Wind,Winter,3877
Wind,Spring,7969
Wind,Summer,2313
Wind,Winter,3721
Wind,Winter,11763
Wind,Fall,1735
Wind,Spring,16314
Wind,Fall,3830
Wind,Spring,10029
Wind,Summer,6436
Wind,Winter,10560
Solar,Summer,7617
Wind,Summer,6004
Solar,Spring,2715
Wind,Summer,1440
Wind,Winter,1247
Wind,Fall,11829
Wind,Winter,4526
Wind,Spring,2045
Wind,Fall,8791
Wind,Winter,11527
Wind,Winter,5141
Wind,Winter,7754
Wind,Summer,10605
Solar,Summer,8772
Wind,Fall,10545
Wind,Winter,11019
Solar,Summer,10382
Wind,Spring,6607
Wind,Spring,3233
Wind,Summer,9310
Wind,Summer,1880
Wind,Winter,10754
Wind,Summer,3126
Solar,Fall,5451
Wind,Fall,3165
Wind,Fall,2800
Wind,Spring,6877
Wind,Summer,9816
Wind,Fall,2045
Wind,Summer,8606
Wind,Fall,3303
Solar,Spring,6560
Wind,Summer,10256
Wind,Fall,4407
Wind,Summer,5226
Wind,Winter,2068
Wind,Summer,4021
Wind,Winter,5440
Wind,Winter,6858
Wind,Winter,3589
Wind,Spring,7240
Wind,Fall,2847
Wind,Fall,3296
Wind,Spring,1982
Wind,Spring,5211
Wind,Fall,14879
Wind,Summer,4023
Solar,Fall,6940
Wind,Spring,14877
Wind,Summer,1119
Wind,Spring,4328
Wind,Spring,6056
Wind,Spring,6428
Wind,Summer,1005
Solar,Summer,3388
Wind,Winter,1572
Wind,Fall,1374
Wind,Spring,3436
Wind,Summer,5855
Wind,Summer,2447
Wind,Summer,1887
Wind,Spring,7156
Wind,Fall,11253
Wind,Summer,3930
Wind,Winter,8267
Wind,Spring,4275
Wind,Winter,3733
Wind,Summer,7331
Wind,Spring,3101
Wind,Fall,2395
Solar,Winter,5805
Wind,Fall,3732
Wind,Summer,12826
Solar,Spring,6290
Solar,Summer,4302
Wind,Fall,2834
Wind,Summer,2264
Solar,Fall,4014
Wind,Fall,10782
Wind,Winter,2268
Wind,Spring,16276
Wind,Summer,14087
Wind,Fall,1085
Wind,Summer,10600
Wind,Summer,3753
Wind,Spring,11434
Solar,Fall,6807
Wind,Winter,4360
Wind,Summer,4195
Wind,Winter,11288
Wind,Summer,1796
Wind,Fall,2686
Solar,Summer,8244
Wind,Spring,3071
Wind,Spring,4264
Wind,Spring,6906
Solar,Fall,5071
Wind,Spring,5202
Wind,Summer,3804
Wind,Summer,5286
Wind,Fall,2280
Wind,Spring,6988
Wind,Summer,3166
Wind,Spring,5058
Wind,Summer,6911
Wind,Fall,13048
Wind,Fall,7343
Wind,Spring,15549
Wind,Spring,6363
Wind,Spring,4802
Wind,Winter,11736
Wind,Fall,1770
Wind,Fall,7931
Wind,Winter,7038
